paper_id,model,prompt_template,time_taken,Study Type,Application,Platform,Sensor,Comment,error
D1407,o4-mini,directive,3.646285057067871,NA,NA,Drone,RGB,"UAV-based RGB imagery from a DJI Mavic Pro was used for high-precision, species-level wetland vegetation classification and monitoring in Honghu wetland.",
D1408,o4-mini,directive,5.789489984512329,NA,NA,Drone,RGB,"The drone-mounted RGB camera was used to capture high-resolution aerial imagery for tree crown recognition, enabling species identification, crown delineation, species distribution mapping, and ecological assessments using neural network–based detection and segmentation methods.",
D1409,o4-mini,directive,7.26419472694397,NA,NA,Drone,"['RGB', 'GPS tracking system']","A VTOL drone equipped with an action camera (RGB) and onboard GPS was used to conduct automated, programmed line and area surveys over coastal seas, enabling systematic photogrammetry, photo-identification, and GPS location datasets to describe the spatiotemporal distribution and social structure of finless porpoises.",
D1410,o4-mini,directive,8.016694068908691,NA,NA,Drone,"['RGB', 'Thermal infrared']","Two DJI MAVIC2 Enterprise Advanced drones were used to collect RGB and thermal infrared footage of Hainan gibbons, providing new data on their movement patterns in understory and canopy, surface body temperatures, and movement area.",
D1411,o4-mini,directive,5.54495906829834,NA,NA,Drone,RGB,"Drone-recorded video imagery is used to automatically track the georeferenced locations and body postures of free-roaming animals, classify species and age-sex classes, and reconstruct detailed 3D landscape models to study animal behavior, sensory ecology, and decision-making in natural environments.",
D1412,o4-mini,directive,8.478420972824097,NA,NA,Drone,RGB,Drones were used to capture orthomosaic RGB imagery to census surface-nesting seabirds and derive nest counts for monitoring and assessing Important Bird and Biodiversity Areas.,
D1413,o4-mini,directive,8.756740093231201,NA,NA,Vehicle,Physical/chemical sensor,"An educational underwater ROV (Gladius Mini) vehicle was used to explore the lake’s depths, study flora and fauna, and measure climate parameters—specifically temperature change—through a physical/chemical sensor for educational and ecological research purposes.",
D1414,o4-mini,directive,6.136321067810059,NA,NA,Drone,RGB,Drones equipped with RGB imagery were used to conduct field surveys to estimate the current range and update detailed digital maps of Ptilostemon greuteri populations for conservation status assessment.,
D1416,o4-mini,directive,9.613182783126831,NA,NA,Drone,NA,"Drones were used to replant the tribal forest after a devastating fire, as a form of negentropic geoengineering to reverse ecological simplification, restore multispecies relationships, and sequester carbon.",
D1419,o4-mini,directive,7.291414022445679,NA,NA,Drone,RGB,"A drone-mounted digital camera was used to conduct aerial surveys of a coastal walrus assemblage, estimating herd size and demographic composition.",
D1420,o4-mini,directive,5.3754799365997314,NA,NA,Drone,RGB,"A drone was used to survey sediment microtopographic features via imagery to map the distribution of selected features linked to species, enabling extrapolation of ecosystem function measures across broad spatial scales.",
D1422,o4-mini,directive,13.336305856704712,NA,NA,"['Drone', 'Vehicle']",RGB,Sophisticated imaging sensors mounted on drones and underwater vehicles are used to collect imagery for mapping and monitoring tidal marsh ecosystems.,
D1424,o4-mini,directive,4.322535991668701,NA,NA,Drone,RGB,Drone-mounted camera used for orangutan nest surveys to assess population density for conservation efforts.,
D1425,o4-mini,directive,3.8272929191589355,NA,NA,Drone,RGB,"Drones were used to collect imagery for conducting chick counts in Sandwich Terns to assess breeding success, comparing accuracy, precision, and disturbance against traditional ground counts.",
D1427,o4-mini,directive,5.938334941864014,NA,NA,Drone,"['RGB', 'Multispectral']",Drones equipped with an RGB camera and a multispectral multi-camera array were used to derive photogrammetric canopy height reconstructions and NDVI maps to relate drone-acquired observations to aboveground biomass in Arctic tundra.,
D1429,o4-mini,directive,6.031922101974487,NA,NA,Drone,RGB,"Drones equipped with high-resolution RGB cameras were used to capture imagery of coral reef substrates at Heron Reef, Australia. The imagery was processed in a semi-automatic workflow to classify coral, sand, and rock/dead coral substrates and map live coral cover, enabling efficient drone image processing for coral reef monitoring and satellite imagery calibration/validation.",
D1430,o4-mini,directive,4.56908106803894,NA,NA,Drone,RGB,"Used a quadcopter drone to capture imagery of golden cownose rays and whale sharks feeding, documenting their co-occurrence and informing ecological and trophic interaction studies.",
D1431,o4-mini,directive,5.8412086963653564,NA,NA,Drone,Lidar,"Used drone-mounted lidar to estimate effective plant area index (PAI(eff)) across a lowland tropical forest canopy and assess spatial variation, comparing these lidar-based estimates to smartphone-based hemispherical imagery.",
D1432,o4-mini,directive,5.514919996261597,NA,NA,Drone,RGB,Unmanned aerial vehicle used to perform an aerial survey and individually count adult amphibian (Pelophylax lessonae) individuals at the breeding site during peak breeding season.,
D1443,o4-mini,directive,4.000579118728638,NA,NA,Drone,RGB,Drone-mounted camera was used to obtain aerial footage to examine the characteristics and timing of collective deep dives (initial divers and dive lag) in long-finned pilot whales.,
D1444,o4-mini,directive,7.057368040084839,NA,NA,Drone,RGB,High-spatial-resolution drone imagery was used to validate the automatic identification of alpine grasslines from remote sensing data.,
D1446,o4-mini,directive,7.905761003494263,NA,NA,Drone,RGB,"A consumer drone equipped with an RGB camera is used to capture aerial imagery of large mammals (cattle), and object detection on orthomosaic images automates population surveys to collect wildlife population data.",
D1447,o4-mini,directive,5.869742155075073,NA,NA,Drone,RGB,Drone aerial survey using RGB imagery to analyze surface deformation and stability characteristics of the Zhuangfang landslide.,
D1448,o4-mini,directive,5.775223970413208,NA,NA,Drone,RGB,Drone-based remote sensing imaging using RGB cameras to detect and monitor pine wilt disease in forests with an improved YOLOv8 detection algorithm.,
D1451,o4-mini,directive,6.007906198501587,NA,NA,Drone,RGB,"Drones used for aerial remote sensing with RGB imagery to provide repeat and on-demand surveillance, high-resolution coverage, morphometric photogrammetry, and computer vision/deep learning applications in pinniped research and management.",
D1452,o4-mini,directive,4.117246866226196,NA,NA,Drone,RGB,Used aerial imagery from drone observations to analyze vegetation spatial patterns and ecological processes in reservoir riparian zones under inundation disturbances.,
D1453,o4-mini,directive,3.661712169647217,NA,NA,Drone,RGB,Drone aerial photography was used to conduct a comprehensive analysis of the distribution characteristics and formation of soil balls in dam-controlled watersheds following an extreme rainstorm.,
D1455,o4-mini,directive,4.861804008483887,NA,NA,Drone,RGB,"Drone-based orthophotos (RGB imagery) were used to generate an up-to-date vegetation map for Il-Ballut ta’ Marsaxlokk, allowing assessment of halophilous vegetation diversity, habitat identification, and ecological analyses.",
D1456,o4-mini,directive,6.7188801765441895,NA,NA,Drone,Multispectral,"A Parrot Disco-Pro Ag drone equipped with a Parrot Sequoia multispectral camera was used to collect imagery for calculating six vegetation indices (GNDVI, LCI, MCARI, NDRE, NDVI, SIPI2) to detect and analyze photosynthetic activity dynamics in four lakes’ aquatic ecosystems.",
D1465,o4-mini,directive,5.2948689460754395,NA,NA,Drone,RGB,"Used drone-based RGB photography to monitor Critically Endangered and invasive gecko species in inaccessible canopy areas, determining optimal approach distances for detection and species-level identification.",
D1466,o4-mini,directive,7.682971715927124,NA,NA,Drone,Multispectral,"Drones equipped with multispectral sensors were used to derive vegetation indices (NDVI, NDRE, GNDVI, GRVI) from imagery to assess urban forest health indicators (tree decline, canopy gaps, anthropogenic dumping, vine overgrowth, and invasive species) for improved urban forest management.",
D1467,o4-mini,directive,4.934773921966553,NA,NA,Drone,Other,"The drone-mounted imaging polarimeter was used to measure reflection-polarization patterns of dark lake patches from above, assessing their attractiveness to polarotactic aquatic insects.",
D1469,o4-mini,directive,12.908166885375977,NA,NA,Other,RGB,"The study uses stationary camera traps to non-invasively monitor bird populations by capturing RGB images, which are transmitted over 3/4G networks and processed with deep learning (Faster-RCNN on GPUs) for real-time species classification and automated false-positive removal.",
D1474,o4-mini,directive,5.519533157348633,NA,NA,Drone,RGB,"Drone-based RGB imagery was used to capture high spatial and temporal resolution images of the rehabilitated landscape to quantify vegetation response (plant density, foliage cover, canopy area) of woody species before and after fire disturbance.",
D1475,o4-mini,directive,8.31102705001831,NA,NA,Drone,"['RGB', 'Lidar']","The study uses high-resolution drone optical imagery (RGB) and LiDAR-derived digital surface models acquired from a drone to classify tree species in forests via convolutional neural network–based deep learning models, and evaluates the impact of geometric data augmentation on classification performance.",
D1477,o4-mini,directive,6.854396104812622,NA,NA,Drone,RGB,Drone imagery was used at the landscape scale to screen gypsum habitat cover classes and identify ‘safe sites’ for introduction of the endangered Mojave Desert gypsophile Arctomecon humilis.,
D1480,o4-mini,directive,13.11843991279602,NA,NA,Drone,"['RGB', 'Near-infrared']","Commercial drones equipped with conventional RGB and specialized GRN (including near-infrared) cameras were used to classify mangrove species in an arid environment using random forest, deriving vegetation indices and canopy height for species identification.",
D1485,o4-mini,directive,7.954549074172974,NA,NA,Drone,Thermal infrared,Used a drone-mounted thermal camera to detect and record southern maned sloth (Bradypus crinitus) and Procyon cancrivorus in the forest canopy for ecological and conservation research.,
D1487,o4-mini,directive,3.7568931579589844,NA,NA,Drone,RGB,Drones were used to conduct habitat mapping and elevation surveys to monitor sediment accretion and vegetation dynamics following tidal wetland restoration.,
D1488,o4-mini,directive,7.064040899276733,NA,NA,Drone,RGB,"Drones equipped with digital video cameras were used to record and analyze lateralized social behavior patterns (affiliative, agonistic, resting contexts) in a feral population of horses.",
D1489,o4-mini,directive,10.657757043838501,NA,NA,Drone,RGB,"The study used a Phantom 3 Advanced drone equipped with an HD-standard camera to capture georeferenced images and create orthomosaics for automatic object recognition of Black-necked swans, thereby optimizing analysis time and data storage in ecological monitoring.",
D1490,o4-mini,directive,4.48374605178833,NA,NA,Drone,RGB,"The study uses a drone-mounted camera to capture footage of free-living St. Lawrence belugas at various altitudes, speeds, and approach angles to assess disturbance thresholds and cetacean behavioral responses.",
D1492,o4-mini,directive,3.77262806892395,NA,NA,Drone,RGB,Used a drone mapping survey to estimate area cover of invasive Vaucheria aff. compacta mats on the tidal flat.,
D1493,o4-mini,directive,6.200321674346924,NA,NA,Drone,RGB,Used drone-based RGB orthomosaic imagery to identify indicators of feral horse presence and assess their ecological impacts on alpine riparian habitat.,
D1499,o4-mini,directive,4.248543977737427,NA,NA,Drone,Multispectral,"Drone-mounted multispectral cameras (MicaSense RedEdge and Parrot Sequoia) were used to measure reflectance and vegetation indices in a dryland ecosystem, assess reproducibility and biases between drone, field spectroscopy, and satellite data, and evaluate the spatial grain needed to capture ecological heterogeneity.",
D1501,o4-mini,directive,9.028203010559082,NA,NA,Drone,Other,The drone-based radiotelemetry system uses vertically mounted directional antennas scanned in a double-grid pattern to localize adult Japanese toads in mountainous terrain.,
D1506,o4-mini,directive,4.8125691413879395,NA,NA,Drone,RGB,Drones are used to remotely retrieve data (images and ecological monitoring data) from terrestrial monitoring devices deployed for wildlife and phenology monitoring in extreme regions via an IoRT network.,
D1508,o4-mini,directive,5.919515132904053,NA,NA,Drone,RGB,A quadcopter drone (sUAV) was used to collect RGB imagery to create orthomosaics and calculate the Visible Atmospherically Resistant Index (VARI) for mapping invasive annual grasses regardless of phenological stage in Mojave Desert preserves.,
D1512,o4-mini,directive,7.386773109436035,NA,NA,Drone,RGB,Drone was used to acquire high-precision terrain characteristics and to map the location and degree of soil erosion on the reclaimed opencast coal mine dump.,
D1515,o4-mini,directive,4.7874791622161865,NA,NA,Drone,Thermal infrared,A drone-mounted thermal infrared sensor was used to acquire fine-scale thermal imagery of the occupied thermal refuge to map spatial distribution of salmonid age classes and corresponding water temperatures during a heat event.,
D1520,o4-mini,directive,5.880825042724609,NA,NA,Drone,RGB,"Drone-mounted imagery was used to produce high-resolution orthomosaics and a digital surface model to map mussel aggregations and evaluate the role of topographic features, intertidal height, slope, and orientation on mussel distribution.",
D1525,o4-mini,directive,3.6697192192077637,NA,NA,Drone,RGB,"Low‐level drone photogrammetry with RGB imagery to construct surface orthomosaics and elevation models of tidal flats for high‐resolution neoichnological datasets, used to analyze shorebird track distributions and substrate cohesiveness.",
D1526,o4-mini,directive,4.693099021911621,NA,NA,Drone,RGB,A professional drone was used to capture imagery and generate an updated orthophoto plan for topographical mapping and to support simulation and design of river weir modifications.,
D1528,o4-mini,directive,23.232943296432495,NA,NA,"['Vehicle', 'Drone']","['RGB', 'Sampler']","Ocean-surface Saildrones (unmanned vehicles) follow northern fur seals to collect biological imagery and fluid samples, and aerial drones (Snotbots) fly through cetacean exhales to collect microbial samples.",
D1531,o4-mini,directive,4.844248294830322,NA,NA,Drone,RGB,Drone-based field survey was used to collect georeferenced imagery data to generate a database for validating the connectivity model and identifying priority locations for assisted restoration of forest fragments.,
D1534,o4-mini,directive,7.494052171707153,NA,NA,Drone,Other,Used on a drone to sense sun-induced chlorophyll-a fluorescence at the Fraunhofer Ha line (656.3 nm) for estimating Chl-a concentration in urban lake water.,
D1535,o4-mini,directive,3.6865110397338867,NA,NA,Drone,RGB,Detection of oil palm trees from fixed-wing VTOL drone aerial imagery for counting and plantation inventory using deep learning models,
D1536,o4-mini,directive,2.7159459590911865,NA,NA,Drone,Thermal infrared,Drone-acquired thermal imagery was used to accurately and precisely count flying-fox colonies (whole colony counts) to assess population abundance and improve monitoring over ground-based methods.,
D1537,o4-mini,directive,7.176468133926392,NA,NA,Drone,RGB,"The drone equipped with an RGB camera was used to survey and detect model and live lizards in inaccessible terrain, assess detection probability relative to human observers, capture close-up photos for species and individual identification, and evaluate lizard responses to an approaching drone.",
D1538,o4-mini,directive,5.155616998672485,NA,NA,Drone,Sampler,Use of a fixed-wing drone with net traps to sample and monitor flying insects in the planetary boundary layer,
D1541,o4-mini,directive,4.064453840255737,NA,NA,Drone,Hyperspectral,"A drone equipped with a hyperspectral camera was used to remotely map and distribution and classify dominating intertidal macroalgal (seaweed) species over a 17,000 m² rocky shore to assess the ecological state of macroalgal communities.",
D1544,o4-mini,directive,5.805365085601807,NA,NA,Drone,NA,Drones were used to conduct overflight and close-up surveys to count nests and assess breeding productivity of Purple Herons rapidly and safely without disturbing the birds.,
D1550,o4-mini,directive,6.866255044937134,NA,NA,Drone,"['RGB', 'Thermal infrared']","Drone-mounted visible (RGB) and thermal infrared sensors were used to collect high-resolution imagery of colonial marsh bird nests to study nest dispersion, clustering patterns, and habitat associations.",
D1556,o4-mini,directive,4.302670240402222,NA,NA,Drone,RGB,Drone imagery was used to identify ungulate visitation patterns and assess their impacts on !nara cover and melon production.,
D1557,o4-mini,directive,5.971539258956909,NA,NA,Drone,RGB,Use of a drone-mounted camera to non-destructively estimate individual shrub biomass via volumetric measurements,
D1561,o4-mini,directive,8.24647307395935,NA,NA,Drone,RGB,"High-resolution drone-based RGB imagery was used to capture planar dimensions of coral colonies across reef flat habitats, allowing conversion to 3D contour lengths and estimation of coral carbonate production at larger spatial scales.",
D1565,o4-mini,directive,6.346521854400635,NA,NA,Drone,RGB,An ultralow-flying drone under the forest canopy captured RGB images used in a Structure from Motion workflow to generate dense point clouds and a canopy height model for reconstructing understory structure and mapping understory vegetation biomass distribution.,
D1566,o4-mini,directive,4.81414008140564,NA,NA,Drone,"['RGB', 'Thermal infrared']","Used unoccupied aircraft systems (drones) equipped with visible-light (RGB) and thermal-infrared cameras to survey harbor and fur seals at haul-outs, derive locations and counts, and model fine-scale habitat drivers.",
D1568,o4-mini,directive,7.262768030166626,NA,NA,Drone,"['RGB', 'Multispectral', 'Lidar']","Drone platforms were used to acquire very high‐resolution RGB and multispectral images and LiDAR data to map and quantify liana leaf coverage over tree crowns, assess relationships with ground measurements, and compare spectral signatures of liana patches versus tree crowns.",
D1569,o4-mini,directive,9.516322135925293,NA,NA,Drone,RGB,"Drone-mounted RGB camera used to film and video coastal and migratory marine wildlife, documenting presence, behaviours (e.g., feeding events), and human–wildlife interactions to provide biologically meaningful observations.",
D1574,o4-mini,directive,5.461556911468506,NA,NA,Drone,Lidar,"A drone-mounted LiDAR system was used to three-dimensionally scan a stranded humpback whale before, during, and after necropsy to produce a time-series (4D) virtual necropsy resource.",
D1578,o4-mini,directive,6.752079248428345,NA,NA,Drone,RGB,Used for aerial monitoring of wild animals to covertly observe groups with minimal disturbance by computing optical flow from camera imagery.,
D1580,o4-mini,directive,5.426592111587524,NA,NA,Drone,RGB,Multirotor drone equipped with high-resolution RGB camera used to detect and survey Geoffroy’s spider monkeys in closed-canopy tropical forest.,
D1581,o4-mini,directive,5.093322038650513,NA,NA,Drone,RGB,"Oblique drone RGB imagery was used for automated detection and tracking of belugas, kayaks, and motorized boats in order to increase efficiency in marine mammal population surveys using deep learning algorithms.",
D1582,o4-mini,directive,9.023622989654541,NA,NA,Drone,Multispectral,Use of multi-temporal multispectral drone imagery to map and monitor water hyacinth infestation in Patancheru Lake.,
D1585,o4-mini,directive,10.833487033843994,NA,NA,Drone,"['RGB', 'Near-infrared']","A low‐altitude remotely piloted drone equipped with visible (RGB) and near‐infrared sensors was used to detect fine‐scale seasonal seagrass variability via spectral indices and supervised classification, and to identify and quantify macrofauna benthic activity from high‐resolution orthomosaics for conservation monitoring.",
D1588,o4-mini,directive,5.744618892669678,NA,NA,Drone,RGB,The drone was used to acquire high-resolution imagery of sandy soil to detect and map hydrocarbon (oil) pollution via NDVI analyses.,
D1590,o4-mini,directive,,,,,,,'list' object has no attribute 'get'
D1593,o4-mini,directive,6.321454048156738,NA,NA,Drone,RGB,"The DJI Mavic-2 Zoom drone was used to acquire visual imagery for observing Dalmatian pelican colonies, counting individuals, and assessing patterns of mortality during the breeding season.",
D1596,o4-mini,directive,4.626272678375244,NA,NA,Drone,RGB,Drone-mounted visible light camera was used to collect vegetation images for calculation of vegetation indices and to identify vegetation in the ecological environment.,
D1597,o4-mini,directive,4.908099889755249,NA,NA,Drone,RGB,Drones equipped with off-the-shelf cameras were used to collect photos and videos of bottlenose dolphins to track individual and group foraging behaviour.,
D1601,o4-mini,directive,10.301411867141724,NA,NA,Drone,"['RGB', 'GPS tracking system']","Drones were used for systematic seasonal aerial monitoring of the coastal lagoons and dunes using RGB imagery, and DGPS was employed for detailed mapping of the coastal zone and topographic profiling.",
D1603,o4-mini,directive,5.049110174179077,NA,NA,Drone,Other,"The drone-mounted radio telemetry receiver and antenna are used to detect and track the movement of small amphibians (frogs) with high spatial and temporal resolution across difficult-to-reach habitats, reducing survey time and labor.",
D1604,o4-mini,directive,5.877672910690308,NA,NA,Drone,NA,"Drone used to monitor nest-specific hatching success of gulls and terns, offering an effective, rapid, and safe method to assess seabird breeding success compared to ground surveys.",
D1605,o4-mini,directive,9.871427059173584,NA,NA,Drone,Thermal infrared,"A drone equipped with a thermal infrared sensor was used to capture land surface temperature patterns, combined with miniaturized data loggers to assess microclimate variability in oil palm agroforestry plots.",
D1607,o4-mini,directive,4.418226957321167,NA,NA,Drone,RGB,Used to count flock sizes of 33 waterbird species during breeding and non-breeding periods using drone imagery.,
D1610,o4-mini,directive,7.316950082778931,NA,NA,Drone,Multispectral,"Drones equipped with multispectral cameras were used to generate high-resolution vegetation and ground-cover maps in Arctic tundra ecosystems for ecological monitoring, including detection of disturbance from goose grubbing and winter damage.",
D1611,o4-mini,directive,4.7990429401397705,NA,NA,Drone,RGB,"Drone surveys using RGB imagery were used to quantify how feral hog invasion alters marsh cordgrass–mussel mutualisms, assessing plant biomass reduction, habitat fragmentation, and resilience to drought disturbances.",
D1612,o4-mini,directive,7.524160146713257,NA,NA,Drone,NA,Fixed-wing drone surveys were used to assess behavioral responses and disturbance effects on nesting Common Eiders.,
D1614,o4-mini,directive,10.155140161514282,NA,NA,Drone,RGB,Aerial drone imagery was used to derive pre- and post-storm elevation data to quantify spatially varying erosion and overwash.,
D1617,o4-mini,directive,5.224362850189209,NA,NA,Drone,RGB,Drone-based RGB imagery was used to georeference 21 temporary ponds and evaluate their surface size variability and hydroperiod over 12 months.,
D1624,o4-mini,directive,14.160279035568237,NA,NA,"['Drone', 'Robot']",RGB,"UAVs (drones) and ROVs (underwater robots) equipped with cameras were used for megafauna species identification, behavior observation, population monitoring, habitat characterization, and environmental protection area monitoring.",
D1628,o4-mini,directive,13.38364291191101,NA,NA,"['Drone', 'Vehicle']",RGB,"Aerial drones and an autonomous underwater vehicle (AUV) were employed to map and characterize a shallow‐water hydrothermal system. The drone‐mounted RGB camera produced detailed seafloor photomosaics from the shore to ~20 m depth, enabling identification of hydrothermal patches and seafloor textures, while the AUV surveys provided complementary in‐water seafloor characterization and ground‐truthing.",
D1631,o4-mini,directive,11.460071086883545,NA,NA,Vehicle,"['Physical/chemical sensor', 'RGB']","An underwater drone was deployed to obtain vertical profiles of water quality using physical/chemical sensors and to collect underwater images with an RGB camera, in order to assess the impact of floating solar panels on water quality and to observe biofouling on the structure.",
D1632,o4-mini,directive,4.113330125808716,NA,NA,Drone,RGB,"Small, affordable drones were used to capture aerial imagery for automatic detection of holothurians (sea cucumbers) via a deep learning object detection model (YOLOv3), enabling broad-scale surveys of their populations and spatial distribution in shallow reef areas.",
D1633,o4-mini,directive,14.418097257614136,NA,NA,Drone,Logger,"The drone is used to deliver and attach a biologging logger to the back of sperm whales, facilitating remote data collection on whale behavior and movements that cannot be obtained by direct observation.",
D1635,o4-mini,directive,7.0705389976501465,NA,NA,"['Drone', 'Robot']","['RGB', 'Lidar']",Drone-derived structure-from-motion photogrammetry (RGB imagery) and terrestrial laser scanning (Lidar) were used to characterize spatial and temporal variation in the 3D structure of intertidal Sabellaria alveolata biogenic reefs at habitat and plot scales.,
D1637,o4-mini,directive,4.722120046615601,NA,NA,Drone,RGB,"Drones were used to capture aerial imagery for wildlife surveys of koalas, enabling manual and machine learning–based automated detection to assess and reduce biases in detection probabilities for better management of threatened populations.",
D1638,o4-mini,directive,8.73206901550293,NA,NA,Drone,Multispectral,High‐resolution multispectral imagery collected via an optical drone survey to map and classify intertidal seagrass habitats at Budle Bay using OBIA and FCNN methods.,
D1639,o4-mini,directive,3.897023916244507,NA,NA,Drone,RGB,"Drone-based digital aerial photogrammetry (DAP) using RGB imagery was employed to characterize regenerating vegetation structure (height, canopy complexity, cover) and assess spatial arrangement for ecological restoration monitoring.",
D1641,o4-mini,directive,8.795266151428223,NA,NA,Drone,RGB,A drone equipped with an RGB camera was used to track surface-foraging tern trajectories in synchrony with dynamic turbulent surface flow features to identify localized turbulence as physical foraging cues.,
D1642,o4-mini,directive,5.311968088150024,NA,NA,Drone,RGB,Drone aerial imagery was used to accurately determine woody species density and visually understand habitat changes.,
D1643,o4-mini,directive,5.701191186904907,NA,NA,Drone,RGB,Aerial drones equipped with RGB cameras were used to record and analyze polar bears’ foraging behaviour on common eider eggs to assess their foraging efficiency.,
D1644,o4-mini,directive,5.61167573928833,NA,NA,Other,Lidar,Airborne laser scanning (LiDAR) was used to quantify fine‐scale vertical and horizontal vegetation structure over broad spatial extents to build species distribution models and explain habitat preferences of threatened butterflies.,
D1659,o4-mini,directive,5.041270971298218,NA,NA,Drone,RGB,The drone was used to capture photo documentation of the flood‐plain microhabitats to map the distribution and microhabitat requirements of the Keeled Plump Bush‐cricket.,
D1666,o4-mini,directive,8.406015157699585,NA,NA,Drone,Multispectral,"Using multispectral drone imagery to locate and classify European aspen and other boreal tree species across a growing season, determining optimal timing for high classification accuracy.",
D1672,o4-mini,directive,4.48301887512207,NA,NA,Drone,RGB,"Drones equipped with RGB cameras were used to collect aerial imagery for detecting and counting flowers of the tundra sedge E. vaginatum, enabling large-scale plant phenology analysis in remote Arctic regions.",
D1675,o4-mini,directive,7.48681116104126,NA,NA,Drone,"['RGB', 'Multispectral']","Drones (DJI Inspire 2 and Parrot Bluegrass) were used to map glacier surfaces (DSM) and trace shaded areas, and their onboard RGB (Zenmuse x5s) and multispectral (Sequoia+) cameras were used to characterize the spectral properties of shaded meltwater near glacier fronts.",
D1678,o4-mini,directive,4.079290151596069,NA,NA,Drone,Multispectral,Drone-mounted multispectral imagery was used to derive NDVI and monitor seasonal changes in tundra greenness and plant growth dynamics at ultra-fine spatial scales to identify optimal monitoring grain sizes.,
D1680,o4-mini,directive,10.86349892616272,NA,NA,Drone,Thermal infrared,A drone-mounted thermal infrared sensor was used to record surface temperatures for predicting sap flux and leaf stomatal conductance (whole-plant transpiration) via machine learning models.,
D1682,o4-mini,directive,6.9319610595703125,NA,NA,Drone,Hyperspectral,Drone-borne hyperspectral sensors used to classify and map macroalgae species in coastal marine ecosystems based on a new spectral library.,
D1683,o4-mini,directive,5.516876220703125,NA,NA,Drone,RGB,"A DJI Phantom 4 Pro aerial drone with its onboard camera was used to capture RGB video footage of wild blacktip sharks swimming. The recordings enabled frame-by-frame motion tracking of anatomical landmarks to quantify swimming kinematics (tailbeat frequency, amplitude, speed, anterior/posterior flexion) and demonstrate a double oscillating system.",
D1686,o4-mini,directive,8.01226806640625,NA,NA,Drone,RGB,Drone-based surveys were used to assess the spatial distribution of adult male sea turtles in the southern Gulf of Mexico for management and restoration purposes.,
D1691,o4-mini,directive,6.104206085205078,NA,NA,Drone,NA,"Drones were used to deliver and release the biological control agent Neomusotima conspurcatalis onto remote infestations of Lygodium microphyllum to enhance larval dispersal, survival, and establishment on a landscape scale.",
D1693,o4-mini,directive,6.583410024642944,NA,NA,Drone,Multispectral,Drone‐based multispectral imaging was used to assess grass vitality and spatial feedbacks around fairy circles in arid grasslands.,
D1697,o4-mini,directive,5.951470136642456,NA,NA,Drone,Thermal infrared,A drone-mounted thermal infrared sensor was used to detect individual Hainan gibbons for population abundance estimation and to monitor their sleeping behavior and nocturnal body temperature ranges.,
D1699,o4-mini,directive,6.044057846069336,NA,NA,Drone,RGB,A 3DR Solo quadcopter equipped with a high-resolution digital camera was used to collect aerial imagery to map and monitor Western Grebe breeding colonies and model nest survival while minimizing disturbance.,
D1700,o4-mini,directive,8.125111818313599,NA,NA,Drone,NA,Drones were flown near nesting tree swallows to study how drone presence influences their behavior and physiological stress indicators (telomere length and corticosterone levels).,
D1706,o4-mini,directive,6.698285102844238,NA,NA,Drone,RGB,Drone-mounted RGB imagery was used to map tree crowns and census trees within a 50-ha forest plot to parameterize models predicting direct and secondary lightning damage.,
D1712,o4-mini,directive,4.304546117782593,NA,NA,Drone,Thermal infrared,"The thermal drone is used to detect small, cryptic brown hare leverets in medium vegetative cover by capturing thermal imaging to overcome camouflage and enable data collection (e.g., behavioural observation, radio tagging).",
D1719,o4-mini,directive,8.583387851715088,NA,NA,Drone,"['Sampler', 'Physical/chemical sensor']","A drone-mounted DAPSI system was used to collect biological aerosol particles (impinger/impactor samplers) and measure particulate matter (PM10 & PM2.5), air temperature, relative humidity, and pressure to study sources and near-surface transport of bioaerosols, particularly biological ice nucleating particles.",
D1730,o4-mini,directive,3.839089870452881,NA,NA,Drone,RGB,Drone was used to capture imagery to map and analyze the spatial arrangement of late Ediacaran reefs.,
D1731,o4-mini,directive,4.516222238540649,NA,NA,Drone,RGB,Drone-mounted RGB imagery was used to document spatial and temporal variation in assemblages of large marine fauna off ocean beaches.,
D1734,o4-mini,directive,4.95037317276001,NA,NA,Drone,RGB,A remotely controlled drone equipped with an RGB camera was used for aerial photogrammetry to collect body size data of blue whales and test morphological distinctness of the Chilean subspecies.,
D1747,o4-mini,directive,4.517053842544556,NA,NA,Drone,RGB,Aerial drone imaging was used to conduct 293 two-kilometer transects over two years to estimate relative abundance and group size of Australian cownose rays for fisheries conservation biology.,
D1748,o4-mini,directive,4.538539171218872,NA,NA,Drone,RGB,A drone-mounted RGB camera was used to capture images of a mangrove ecosystem in Fiji for segmentation via the SLIC superpixel algorithm and k-means clustering to assist ecosystem monitoring and conservation.,
D1750,o4-mini,directive,5.326178073883057,NA,NA,Drone,RGB,"Drone flights were used to conduct aerial surveys (photography) to census breeding Common Redshanks on saltmarsh islands, improving detection of nests and birds, reducing survey time, cost, and disturbance compared to traditional ground counts.",
D1760,o4-mini,directive,5.225282669067383,NA,NA,Drone,RGB,"Drone-mounted photogrammetry was used to create a high-resolution (2 × 2 cm) digital elevation model of the intertidal zone, which drove solar radiation and heat budget models to generate spatially explicit microclimate maps and predict organismal thermal performance and microrefugia.",
D1761,o4-mini,directive,9.062297105789185,NA,NA,Drone,RGB,A fixed-wing drone equipped with RGB imagery was used to conduct photointerpretation and unsupervised classification of vegetation cover to assess habitat degradation by Lesser snow geese.,
